AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
RO-0864-76,O,Henrik,,Birnbaum,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1976-05,1976,Medieval Novgorod: A Cultural History,Humanities,Basic Research,Research Programs,"$22,847.92",$0.00,"$22,847.92",$0.00,"$22,847.92",9/1/76,9/30/79,,,,0,-
GM-1063-79,O,Budd,H.,Bishop,,Columbus Museum of Art,Columbus OH 43215,Columbus,OH,43215,USA,1979-05,1979,Planning grant for installation of the permanent collection in interp. exhibits,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$4,858.74",$0.00,"$4,858.74",$0.00,"$4,858.74",7/1/79,12/31/79,,To plan a thematic reinstallation of the permanent collection.,,0,-
FS-0129-77,O,Thomas,,Bishop,,New York University,New York NY 10012,New York,NY,10012,USA,1977-11,1977,Avante-Garde Theater in Europe and the United States,Humanities,Seminars for College Teachers,Education Programs,"$47,207.99",$0.00,"$47,207.99",$0.00,"$47,207.99",1/1/77,1/31/79,,,,0,-
ED-1293-77,O,Thomas,,Bishop,,New York University,New York NY 10012,New York,NY,10012,USA,1977-08,1977,French Studies Program,Humanities,Education Development and Demonstration,Education Programs,"$366,354.00",$0.00,"$366,354.00",$0.00,"$366,354.00",9/25/77,8/31/81,,,,0,-
FS-0013-78,O,Thomas,,Bishop,,New York University,New York NY 10012,New York,NY,10012,USA,1977-08,1978,AVANTE-GARDE THEATRE IN EUROPE AND THE UNITED STATES,Humanities,Seminars for College Teachers,Education Programs,"$55,589.16",$0.00,"$55,589.16",$0.00,"$55,589.16",1/1/79,12/31/79,,,,0,-
CM-0601-77,O,Craig,C.,Black,,"Museum of Art, Carnegie Institute",Pittsburgh PA 15213,Pittsburgh,PA,15213,USA,1977-05,1978,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$500,000.00",$0.00,"$500,000.00","$500,000.00",10/1/77,9/30/80,,,,0,-
RL-0426-79,O,Lydia,T.,Black,,Providence College,Providence RI 2918,Providence,RI,2918,USA,1979-02,1979,"Translation from Russian Sources: Journals of Yakov Netsvetov, Alaska",Humanities,Translations,Research Programs,"$23,000.00",$0.00,"$23,000.00",$0.00,"$23,000.00",5/1/79,5/31/81,,"To translate the journals of Yakov Netsvetov which present material on Alaskan history, ethnography, socio-anthropology and demography.",,0,-
GM-1415-78,O,Mary,,Black,,New-York Historical Society,New York NY 10024,New York,NY,10024,USA,1978-05,1978,"Audubon and His World - The Watercolors for the ""Birds of America""",Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$3,792.00",$0.00,"$3,792.00",$0.00,"$3,792.00",8/1/78,1/31/79,,,,0,-
GM-1345-78,O,Patti,C.,Black,,Mississippi State Historical Museum,Jackson MS 39205,Jackson,MS,39205,USA,1978-08,1978,Mississippi History Interpreted,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$10,199.96",$0.00,"$10,199.96",$0.00,"$10,199.96",1/1/79,4/30/80,,,,0,-
OP-1382-78,O,Robert,A.,Black,Jr,Council on Learning,New Rochelle NY 10801,New Rochelle,NY,10801,USA,1978-08,1978,Education and the World View,Humanities,Planning & Assessment Studies,Miscellaneous Humanities Projects,"$259,703.00",$0.00,"$259,703.00",$0.00,"$259,703.00",9/1/78,3/31/81,,,,0,-
GN-0689-79,O,Willa,,Blackshear,,"Sound and Print United, Inc.",Warrenton NC 27589,Warrenton,NC,27589,USA,1979-02,1979,Under All is The Land,"History, General","Media, Humanities Projects in",Public Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",5/1/79,5/31/80,,"To develop a pilot series of radio programs on land ownership, use, and exchange in the rural South.",,0,-
ES-1152-78,O,Maree,M.,Blackwell,,University of Alabama,Tuscaloosa AL 35487,Tuscaloosa,AL,35487,USA,1900-01,1978,UAB Writing Project,Humanities,Institutes for School Teachers,Education Programs,"$7,350.00",$0.00,"$7,350.00",$0.00,"$7,350.00",6/19/78,6/18/79,,,,0,-
RO-0642-78,O,Easley,,Blackwood,,Webster University,St. Louis MO 63119,St. Louis,MO,63119,USA,1978-02,1978,Potential & Characteristics of Equal Mic rotonal Tunings,Humanities,Basic Research,Research Programs,"$58,028.00",$0.00,"$58,028.00",$0.00,"$58,028.00",9/1/78,8/31/80,,,,0,-
RC-0552-76,O,Martha,R.,Blaine,,Oklahoma Historical Society,Oklahoma City OK 73105,Oklahoma City,OK,73105,USA,1976-02,1976,MICROFILMING OF THE INDIAN ARCHIVES OF THE OKLAHOMA HISTORICAL SOCIETY,Humanities,Reference Materials - Access,Preservation and Access,"$90,312.00",$0.00,"$69,023.76",$0.00,"$69,023.76",7/1/76,8/31/80,,,,0,-
GM-0510-78,O,Donald,L.,Blakeslee,,Wichita State University,Wichita KS 67260,Wichita,KS,67260,USA,1978-02,1978,Prehistory Museum Planning,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$9,064.34",$0.00,"$9,064.34",$0.00,"$9,064.34",6/1/78,8/31/79,,,,0,-
SO-0447-75,O,Dallas,,Blanchard,,Florida Humanities Council,St. Petersburg FL 33701,St. Petersburg,FL,33701,USA,1975-05,1975,State Committee for the Humanities,Humanities,State Programs (SO),Federal/State Partnership,"$357,637.66","$1,038.85","$357,637.66","$1,038.85","$358,676.51",7/1/75,8/31/79,,,,0,-
SO-0600-76,O,Dallas,,Blanchard,,Florida Humanities Council,St. Petersburg FL 33701,St. Petersburg,FL,33701,USA,1976-05,1976,Florida State Program in the Humanities,Humanities,State Programs (SO),Federal/State Partnership,"$632,500.00","$12,500.00","$552,096.40","$12,500.00","$564,596.40",7/1/76,9/30/79,,,,0,-
SO-0075-78,O,Dallas,,Blanchard,,Florida Humanities Council,St. Petersburg FL 33701,St. Petersburg,FL,33701,USA,1977-11,1978,State Program in the Humanities,Humanities,State Programs (SO),Federal/State Partnership,"$624,500.00","$10,725.00","$601,580.88","$10,725.00","$612,305.88",1/1/78,9/30/80,,,,0,-
SO-1627-78,O,Dallas,,Blanchard,,Florida Humanities Council,St. Petersburg FL 33701,St. Petersburg,FL,33701,USA,1977-05,1978,Administrative Grant,Humanities,State Programs (SO),Federal/State Partnership,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/1/78,8/31/80,,,,0,-
EC-0835-78,O,Naomi,,Blanks,,"Bethel College, Tennessee",McKenzie TN 38201,McKenzie,TN,38201,USA,1978-02,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$5,538.00",$0.00,"$5,538.00",$0.00,"$5,538.00",2/20/78,5/31/79,,,,0,-
RT-1353-77,O,John,W.,Blassingame,,Yale University,New Haven CT 6510,New Haven,CT,6510,USA,1977-08,1977,"Index of Letters, Biographies and Obituaries in Black and Reform Newspapers",Humanities,Reference Materials - Tools,Preservation and Access,"$108,822.00",$0.00,"$108,822.00",$0.00,"$108,822.00",10/1/77,5/31/80,,,,0,-
RE-0323-79,O,John,W.,Blassingame,,Yale University,New Haven CT 6510,New Haven,CT,6510,USA,1978-11,1979,Frederick Douglass Papers,"Literature, General",Editions,Research Programs,"$147,600.00",$0.00,"$147,600.00",$0.00,"$147,600.00",12/1/78,8/31/81,,"To edit the voluminous and widely scattered letters, diaries, speeches and essays of Frederick Douglass.",,0,-
E0-0966-79,O,Burton,J.,Bledstein,,University of Illinois at Chicago,Chicago IL 60607,Chicago,IL,60607,USA,1979-02,1979,Faculty Seminar: Cultural Anthropology and History,"Anthropology; Interdisciplinary Studies, General; History, General",Humanities Institutes Program,Education Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/1/79,6/30/80,,"A demonstation grant to conduct a faculty seminar examining concepts of cultural anthropology and applying them to the design of interdisciplinary courses in American Studies, Asian Studies, History, English, Anthropology and Sociology. Proj. Director",,0,-
EC-1461-79,O,Mary,R.,Blew,,Northern Montana College,Havre MO 59501,Havre,MO,59501,USA,1979-08,1979,Consultant Grant,"Interdisciplinary Studies, General",Education Consultant Grants,Education Programs,"$3,046.32",$0.00,"$3,046.32",$0.00,"$3,046.32",9/1/79,10/31/80,,"Development of a Thematic Studies Degree, which will integrate the humanities with vocational-technical emphasis of the institution, and will satisfy the needs of rural and Native American students. It will replace the traditional B.A. degree in English and History.",,0,-
GM-1024-76,O,Milton,,Bloch,,Monmouth Museum,Lincroft NJ 7738,Lincroft,NJ,7738,USA,1976-08,1976,Portrait of a Period: Victorian Playgrou nd on the Jersey Shore,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$4,433.14",$0.00,"$4,433.14",$0.00,"$4,433.14",10/2/77,10/31/79,,,,0,-
CM-0686-77,O,Joel,N.,Bloom,,Franklin Institute Science Museum,Philadelphia PA 19103,Philadelphia,PA,19103,USA,1977-05,1978,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$396,000.00",$0.00,"$396,000.00","$396,000.00",4/6/77,6/30/80,,,,0,-
EC-0059-78,O,Lowell,W.,Bloss,,Hobart and William Smith Colleges,Geneva NY 14456,Geneva,NY,14456,USA,1977-08,1978,CONSULTANT GRANT,Humanities,Education Consultant Grants,Education Programs,"$4,081.00",$0.00,"$4,081.00",$0.00,"$4,081.00",9/1/77,5/31/79,,,,0,-
GD-0602-79,O,Myron,B.,Bloy,Jr,National Institute of Campus Ministries,Newton Centre MA 2159,Newton Centre,MA,2159,USA,1900-01,1979,Conference on the Ethical and Religious Implications of Scientific Progress,"Religion, General",Public Programs Special Projects (GD),Public Programs,"$17,400.00",$0.00,"$17,400.00",$0.00,"$17,400.00",4/1/79,8/31/79,,To plan and implement a non-sectarian conference on the ethical and religious implications of scientific progress.,,0,-
EC-0712-78,O,Bernhardt,G.,Blumenthal,,La Salle University,Philadelphia PA 19141,Philadelphia,PA,19141,USA,1978-02,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$4,671.00",$0.00,"$4,671.00",$0.00,"$4,671.00",3/7/78,12/31/79,,,,0,-
GZ-1172-78,O,Marc,,Blumenthal,,"Learning Guild, Inc.",Boston MA 2116,Boston,MA,2116,USA,1978-05,1978,Intergenerational Humanities Program,Humanities,Humanities Projects for Youth,Public Programs,"$24,000.00",$0.00,"$24,000.00",$0.00,"$24,000.00",7/1/78,6/30/79,,,,0,-
RC-1145-79,O,Mary,,Boccaccio,,"University of Maryland, College Park",College Park MD 20742,College Park,MD,20742,USA,1979-08,1979,"Greenbelt Homes, Inc., Microfilming Guide Project",Humanities,Reference Materials - Access,Preservation and Access,"$11,682.00",$0.00,"$9,727.76",$0.00,"$9,727.76",10/1/79,5/31/81,,"To support the organization and microfilming of the architectural records of Greenbelt Homes, Inc., a pioneer in the Green Towns movement of the 1930's.",,0,-
RO-1138-77,O,Salomon,,Bochner,,Rice University,Houston TX 77005,Houston,TX,77005,USA,1977-05,1977,The Intellectual Role of Mathematics Since Renaissance and Scientific Revolution,Humanities,Basic Research,Research Programs,"$2,553.09",$0.00,"$2,553.09",$0.00,"$2,553.09",6/1/77,5/31/80,,,,0,-
GM-1110-79,O,John,R.,Bockstoce,,Old Dartmouth Historical Society,New Bedford MA 2740,New Bedford,MA,2740,USA,1979-08,1979,The American Whaling Industry & the Opening of the North Pacific,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$5,412.00",$0.00,"$5,412.00",$0.00,"$5,412.00",10/1/79,9/30/80,,Supports the planning of an exhibition on the role of the American whaling industry in the exploration and commercial opening of the North Pacific Ocean.,,0,-
CM-0995-78,O,Dennis,R.,Bodem,,Jesse Besser Museum,Alpena MI 49707,Alpena,MI,49707,USA,1978-05,1979,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$20,000.00",$0.00,"$20,000.00","$20,000.00",10/1/77,6/30/82,,,,0,-
GP-0029-79,O,Cornelius,,Bodine,Jr,Morningside College,Sioux City IA 51106,Sioux City,IA,51106,USA,1900-01,1979,Third Annual Midwestern Conference on Food and Social Policy,Humanities,Special Projects,Public Programs,"$15,000.00",$0.00,"$15,000.00",$0.00,"$15,000.00",11/1/78,11/30/78,,Third annual midwestern conference on food and social policy.,,0,-
EH-1383-77,O,Herbert,L.,Bodman,,American Council of Learned Societies,New York NY 10017,New York,NY,10017,USA,1977-08,1977,Creation of Undergraduate Teaching Materials Concerning Islamic Civilization,Near and Middle Eastern History; Asian Studies,Institutes for College and University Teachers,Education Programs,"$186,035.00",$0.00,"$182,390.80",$0.00,"$182,390.80",12/1/77,12/31/83,,"To sponsor production and distribution of new curriculum guides, bibliographiesand slide-cassette packets relating press to Art, Literature, Theater Arts and Social History. Proj. Director",,0,-
RL-0571-79,I,Edward,W.,Bodnar,,Unknown,,,,,,1979-02,1979,An Edition & Translation of Letters of Ciriaco D' Ancona between 1443 and 1447,"Literature, General",Translations,Research Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",9/1/79,8/31/80,,"To translate the letters Ciriaco D'Ancona who travelled widely and recorded with great accuracy the Greek and Roman antiquities particularly inscriptions, extant in the Eastern Mediterranean.",,0,-
GM-0893-79,O,Robert,S.,Bodnar,,"Western Heritage Society, Inc.",Omaha NE 68108,Omaha,NE,68108,USA,1979-05,1979,Historical Exhibits Plan,"History, General","Museums and Historical Organizations, Humanities Projects in",Public Programs,"$18,176.00",$0.00,"$18,176.00",$0.00,"$18,176.00",7/1/79,1/31/80,,To plan regional history exhibits on the Great Plains heritage and experience.,,0,-
RL-1095-77,O,Andras,J.,Bodrogligeti,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1977-08,1977,Islam Among the Turks of Central Asia: Texts From 11th C. to19th C.,Humanities,Translations,Research Programs,"$65,270.00",$0.00,"$65,270.00",$0.00,"$65,270.00",7/1/77,9/30/79,,,,0,-
RL-0591-79,O,John,,Boening,,University of Toledo,Toledo OH 43606,Toledo,OH,43606,USA,1979-02,1979,A TRANSLATION AND CRITICAL EDITION OF RANIER MARIA RILKE'S WRITINGS ON ARTS,Humanities,Translations,Research Programs,"$28,995.00",$0.00,"$28,749.54",$0.00,"$28,749.54",9/1/79,12/31/81,,"To prepare a definitive, annotated English edition of Rilke's writings on the art and artists of his time.",,0,-
RO-0594-79,O,James,,Boeringer,,Moravian Music Foundation,Winston-Salem NC 27108,Winston-Salem,NC,27108,USA,1979-02,1979,History of Moravian Music in America,Humanities,Basic Research,Research Programs,$0.00,"$90,800.00",$0.00,"$90,800.00","$90,800.00",4/1/79,2/28/82,,To conduct research on the history of Moravian music in America.,,0,-
FR-0779-77,O,Paul,J.,Bohannan,,"University of California, Santa Barbara",Santa Barbara CA 93106,Santa Barbara,CA,93106,USA,1977-05,1977,Dual Cultural Heritage in the United States,Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$38,459.00",$0.00,"$38,459.00",$0.00,"$38,459.00",1/1/78,8/31/79,,,,0,-
GM-1564-78,O,Nancy,S.,Bohman,,National Council of Negro Women,New York NY 10017,New York,NY,10017,USA,1978-08,1978,"The Recognition of Outstanding Black Women in San Antonio, 1900-1950",Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$5,627.71",$0.00,"$5,627.71",$0.00,"$5,627.71",1/1/79,2/15/80,,,,0,-
EP-1120-79,O,Clay,,Boland,,Colorado Mountain College,Glenwood Springs CO 81602,Glenwood Springs,CO,81602,USA,1979-08,1979,"HUMODYSSEY (A Humanities Odyssey, 1200 B.C. to 2100 A.D.)","Literature, General; Western Civilization",Pilot Grants - Education,Education Programs,"$49,093.56",$0.00,"$49,093.56",$0.00,"$49,093.56",8/1/79,7/31/80,,"Humodyssey is a new 2-year interdisciplinary humanities program for community college students who wish to transfer to 4-year colleges. It is chronologicallyand thematically organized around great works of literature, art, and music. Proj. Director",,0,-
RT-1357-77,O,William,H.,Bond,,Harvard University,Cambridge MA 2138,Cambridge,MA,2138,USA,1977-08,1977,"Revision of Pollard and Redgrave's ""Short"" Title Catalogue",Humanities,Reference Materials - Tools,Preservation and Access,"$49,225.00","$15,000.00","$49,225.00","$15,000.00","$64,225.00",12/1/77,8/31/80,,,,0,-
RT-1434-77,O,Seeger,A.,Bonebakker,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1977-08,1977,Computerization of Arabic Biographical Dictionaries [ABDOA],Humanities,Reference Materials - Tools,Preservation and Access,"$40,455.00",$0.00,"$40,455.00",$0.00,"$40,455.00",10/1/77,3/31/80,,,,0,-
RT-1092-79,O,Seeger,A.,Bonebakker,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1979-05,1979,Computerization of Arabic Biograhical Dictionaries for the Onomasticon Arabicum [ABDOA],"Literature, General",Reference Materials - Tools,Preservation and Access,"$51,624.00",$0.00,"$51,624.00",$0.00,"$51,624.00",10/1/79,11/30/82,,To collect and organize for computer data from the numerous biographical dictionaries in Arabic and Persian dating from the period between 800 and 1600 A.D.,,0,-
GP-0593-79,O,Ron,J.,Bonfilio,,Appropriate Community Technology/Fair Con,Washington DC 20001,Washington,DC,20001,USA,1900-01,1979,ACT '79 FAIR AND CONFERENCE,"Interdisciplinary Studies, General",Special Projects,Public Programs,"$15,000.00",$0.00,"$15,000.00",$0.00,"$15,000.00",3/15/79,6/15/79,,To partially support the ACT '79 fair and conference on the Washington Mall.,,0,-
GN-0169-79,O,Frank,,Bonilla,,CUNY Research Foundation,New York NY 10036,New York,NY,10036,USA,1978-11,1979,OPERATION BOOTSTRAP,Humanities,"Media, Humanities Projects in",Public Programs,"$39,002.22",$0.00,"$39,002.22",$0.00,"$39,002.22",1/1/79,1/31/80,,A film on the industrial and social program which has shaped contemporary Puerto Rico.,,0,-
RL-0874-78,I,Anthony,E.,Bonner,,Unknown,,,,,,1978-05,1978,Edition and Translation of Selected Works of Ramon Lull,Humanities,Translations,Research Programs,"$18,416.00",$0.00,"$18,416.00",$0.00,"$18,416.00",7/1/78,12/31/79,,,,0,-
CM-0714-77,O,David,D.,Bonney,,"Environmental Centers, Inc.",West Hartford CT 6119,West Hartford,CT,6119,USA,1977-05,1977,Challenge Grant,Humanities,Museum Challenge Grants,Challenge Grants,$0.00,"$75,000.00",$0.00,"$75,000.00","$75,000.00",10/1/76,6/30/80,,,,0,-
GM-0673-78,O,Margaret,A.,Bonney,,Iowa State Historical Department,Iowa City IA 52240,Iowa City,IA,52240,USA,1978-02,1978,IOWA HISTORICAL ART INTERPRETIVE PROGRAM,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$6,500.00",$0.00,"$6,500.00",$0.00,"$6,500.00",4/3/78,2/28/79,,,,0,-
FR-0005-79,I,Patricia,J.,Bonney,,Unknown,,,,,,1978-11,1979,"Fellowship, English",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$16,500.00",$0.00,"$16,500.00",$0.00,"$16,500.00",6/30/79,6/29/80,,,,0,-
FT-0017-79,I,Stephen,,Bonta,,Unknown,,,,,,1978-11,1979,"Fellowship, Music",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
E0-0855-78,O,Donald,M.,Borchert,,"Ohio University, Athens",Athens OH 45701,Athens,OH,45701,USA,1978-02,1978,Philosophy and Technology-An Interfacing,"History and Philosophy of Science, Technology, and Medicine; Interdisciplinary Studies, General; Ethics",Humanities Institutes Program,Education Programs,"$20,000.00",$0.00,"$20,000.00",$0.00,"$20,000.00",6/12/78,7/20/79,,"To offer a team-taught course explaining how engineers/technologists pursue their enterprise, and how they achive a defensible philosophical position from which to assess technological development. Proj. Director",,0,-
